Fecha,SPEI,Zona
1960-10-16,1.9420879,Sevilla
1960-11-16,-0.028268488,Sevilla
1960-12-16,0.10956096,Sevilla
1961-01-16,-0.4356633,Sevilla
1961-02-15,-1.7775856,Sevilla
1961-03-16,-0.8288436,Sevilla
1961-04-16,-0.34010816,Sevilla
1961-05-16,0.90551585,Sevilla
1961-06-16,0.16198966,Sevilla
1961-07-16,0.66000587,Sevilla
1961-08-16,-1.4071344,Sevilla
1961-09-16,0.8368967,Sevilla
1961-10-16,-0.4933998,Sevilla
1961-11-16,2.222269,Sevilla
1961-12-16,1.1545082,Sevilla
1962-01-16,0.5797402,Sevilla
1962-02-15,-0.5923339,Sevilla
1962-03-16,1.6722548,Sevilla
1962-04-16,0.52194726,Sevilla
1962-05-16,-0.5845348,Sevilla
1962-06-16,0.5669114,Sevilla
1962-07-16,0.026901385,Sevilla
1962-08-16,-1.6588367,Sevilla
1962-09-16,-0.15890501,Sevilla
1962-10-16,1.358961,Sevilla
1962-11-16,0.024901252,Sevilla
1962-12-16,1.5101352,Sevilla
1963-01-16,1.8900895,Sevilla
1963-02-15,1.5280322,Sevilla
1963-03-16,-0.3287704,Sevilla
1963-04-16,1.0619693,Sevilla
1963-05-16,0.23990658,Sevilla
1963-06-16,1.1937532,Sevilla
1963-07-16,-0.092952,Sevilla
1963-08-16,-0.06541796,Sevilla
1963-09-16,0.6780009,Sevilla
1963-10-16,-1.5310168,Sevilla
1963-11-16,1.3888539,Sevilla
1963-12-16,1.9226589,Sevilla
1964-01-16,-0.85095245,Sevilla
1964-02-15,1.5196879,Sevilla
1964-03-16,0.74468356,Sevilla
1964-04-16,-0.8056732,Sevilla
1964-05-16,-1.198316,Sevilla
1964-06-16,0.31885278,Sevilla
1964-07-16,0.43658027,Sevilla
1964-08-16,-0.5890411,Sevilla
1964-09-16,-0.7048078,Sevilla
1964-10-16,-1.4690351,Sevilla
1964-11-16,-0.44979894,Sevilla
1964-12-16,0.20268609,Sevilla
1965-01-16,0.2861095,Sevilla
1965-02-15,0.1755174,Sevilla
1965-03-16,0.063339904,Sevilla
1965-04-16,-1.561545,Sevilla
1965-05-16,-1.9863353,Sevilla
1965-06-16,-0.790694,Sevilla
1965-07-16,1.0049778,Sevilla
1965-08-16,-0.7837538,Sevilla
1965-09-16,1.9701825,Sevilla
1965-10-16,1.4026392,Sevilla
1965-11-16,0.5086942,Sevilla
1965-12-16,-0.459489,Sevilla
1966-01-16,0.6326051,Sevilla
1966-02-15,1.2890435,Sevilla
1966-03-16,-1.7533793,Sevilla
1966-04-16,0.34599704,Sevilla
1966-05-16,-1.2476633,Sevilla
1966-06-16,0.31885326,Sevilla
1966-07-16,0.50207895,Sevilla
1966-08-16,-0.21897613,Sevilla
1966-09-16,0.49852026,Sevilla
1966-10-16,0.65342957,Sevilla
1966-11-16,-0.54497725,Sevilla
1966-12-16,-1.5460235,Sevilla
1967-01-16,-0.16664873,Sevilla
1967-02-15,0.7191758,Sevilla
1967-03-16,-0.91326123,Sevilla
1967-04-16,-0.81195515,Sevilla
1967-05-16,0.3436561,Sevilla
1967-06-16,0.89236677,Sevilla
1967-07-16,-0.28151467,Sevilla
1967-08-16,-0.33534876,Sevilla
1967-09-16,-0.73415726,Sevilla
1967-10-16,0.43244985,Sevilla
1967-11-16,1.0650927,Sevilla
1967-12-16,-1.1932337,Sevilla
1968-01-16,-1.817488,Sevilla
1968-02-15,1.892854,Sevilla
1968-03-16,0.34841567,Sevilla
1968-04-16,0.27790862,Sevilla
1968-05-16,-0.4871889,Sevilla
1968-06-16,-0.020940738,Sevilla
1968-07-16,-0.22448526,Sevilla
1968-08-16,1.4505541,Sevilla
1968-09-16,-0.60863143,Sevilla
1968-10-16,-0.8880984,Sevilla
1968-11-16,0.7487434,Sevilla
1968-12-16,0.30616823,Sevilla
1969-01-16,1.5872272,Sevilla
1969-02-15,1.8558728,Sevilla
1969-03-16,1.4969974,Sevilla
1969-04-16,0.14445053,Sevilla
1969-05-16,0.615077,Sevilla
1969-06-16,0.9617096,Sevilla
1969-07-16,-0.9410268,Sevilla
1969-08-16,-0.027408432,Sevilla
1969-09-16,1.622159,Sevilla
1969-10-16,0.9772181,Sevilla
1969-11-16,0.94768333,Sevilla
1969-12-16,-0.31317112,Sevilla
1970-01-16,2.40153,Sevilla
1970-02-15,-1.05415,Sevilla
1970-03-16,-0.3389065,Sevilla
1970-04-16,-1.0956647,Sevilla
1970-05-16,-0.44647956,Sevilla
1970-06-16,2.096082,Sevilla
1970-07-16,-1.0768347,Sevilla
1970-08-16,0.26917934,Sevilla
1970-09-16,-1.8076046,Sevilla
1970-10-16,-1.1732169,Sevilla
1970-11-16,-0.8884801,Sevilla
1970-12-16,0.72944385,Sevilla
1971-01-16,0.95368785,Sevilla
1971-02-15,-1.5031502,Sevilla
1971-03-16,0.3133651,Sevilla
1971-04-16,2.3995066,Sevilla
1971-05-16,2.1596384,Sevilla
1971-06-16,1.1085613,Sevilla
1971-07-16,0.8882173,Sevilla
1971-08-16,2.0425234,Sevilla
1971-09-16,-0.9822573,Sevilla
1971-10-16,-1.7853343,Sevilla
1971-11-16,-1.1365379,Sevilla
1971-12-16,-0.23261489,Sevilla
1972-01-16,1.2568516,Sevilla
1972-02-15,0.9514433,Sevilla
1972-03-16,1.0085248,Sevilla
1972-04-16,-1.0368419,Sevilla
1972-05-16,0.06627783,Sevilla
1972-06-16,0.49206668,Sevilla
1972-07-16,0.88116693,Sevilla
1972-08-16,0.6238222,Sevilla
1972-09-16,1.1324745,Sevilla
1972-10-16,1.6097656,Sevilla
1972-11-16,-0.49145257,Sevilla
1972-12-16,0.26215553,Sevilla
1973-01-16,0.09717798,Sevilla
1973-02-15,-0.8335107,Sevilla
1973-03-16,-0.4286609,Sevilla
1973-04-16,-1.7460703,Sevilla
1973-05-16,1.1898118,Sevilla
1973-06-16,0.5785293,Sevilla
1973-07-16,0.9162142,Sevilla
1973-08-16,0.42880577,Sevilla
1973-09-16,-1.2427782,Sevilla
1973-10-16,-0.50737953,Sevilla
1973-11-16,-1.015851,Sevilla
1973-12-16,0.58721536,Sevilla
1974-01-16,-0.76662415,Sevilla
1974-02-15,-0.06479391,Sevilla
1974-03-16,-0.018492488,Sevilla
1974-04-16,1.8347625,Sevilla
1974-05-16,-1.0493203,Sevilla
1974-06-16,1.6731974,Sevilla
1974-07-16,-1.3457235,Sevilla
1974-08-16,-0.8224997,Sevilla
1974-09-16,-0.91491205,Sevilla
1974-10-16,-0.7916981,Sevilla
1974-11-16,-1.2527331,Sevilla
1974-12-16,-1.5145191,Sevilla
1975-01-16,-0.001265318,Sevilla
1975-02-15,0.6517758,Sevilla
1975-03-16,1.067712,Sevilla
1975-04-16,0.10903975,Sevilla
1975-05-16,0.9976365,Sevilla
1975-06-16,0.5277919,Sevilla
1975-07-16,-1.0768347,Sevilla
1975-08-16,-0.2867646,Sevilla
1975-09-16,-0.55033314,Sevilla
1975-10-16,-1.5310168,Sevilla
1975-11-16,-1.497949,Sevilla
1975-12-16,0.4589982,Sevilla
1976-01-16,-0.65168077,Sevilla
1976-02-15,0.41667068,Sevilla
1976-03-16,-0.12526576,Sevilla
1976-04-16,1.6964389,Sevilla
1976-05-16,0.15388308,Sevilla
1976-06-16,-0.780246,Sevilla
1976-07-16,1.3106624,Sevilla
1976-08-16,1.6169455,Sevilla
1976-09-16,1.5741109,Sevilla
1976-10-16,0.9274425,Sevilla
1976-11-16,-0.81910974,Sevilla
1976-12-16,1.6585169,Sevilla
1977-01-16,1.3546835,Sevilla
1977-02-15,0.70993334,Sevilla
1977-03-16,-1.3426629,Sevilla
1977-04-16,-1.9158362,Sevilla
1977-05-16,-0.6695064,Sevilla
1977-06-16,1.1175598,Sevilla
1977-07-16,1.9366413,Sevilla
1977-08-16,1.3214443,Sevilla
1977-09-16,-1.309766,Sevilla
1977-10-16,0.46185,Sevilla
1977-11-16,0.582004,Sevilla
1977-12-16,0.8110179,Sevilla
1978-01-16,-0.7301085,Sevilla
1978-02-15,0.9906776,Sevilla
1978-03-16,-0.6065309,Sevilla
1978-04-16,1.0084031,Sevilla
1978-05-16,0.86859846,Sevilla
1978-06-16,1.7831497,Sevilla
1978-07-16,-0.8046758,Sevilla
1978-08-16,-0.5109137,Sevilla
1978-09-16,-1.79525,Sevilla
1978-10-16,-0.95109254,Sevilla
1978-11-16,-0.9388659,Sevilla
1978-12-16,0.8580783,Sevilla
1979-01-16,1.6317854,Sevilla
1979-02-15,1.6226437,Sevilla
1979-03-16,0.30983913,Sevilla
1979-04-16,-0.64197433,Sevilla
1979-05-16,-0.8928693,Sevilla
1979-06-16,0.72829014,Sevilla
1979-07-16,1.4069229,Sevilla
1979-08-16,-0.88044715,Sevilla
1979-09-16,-0.31985298,Sevilla
1979-10-16,1.7584432,Sevilla
1979-11-16,-1.551473,Sevilla
1979-12-16,-1.3211061,Sevilla
1980-01-16,-0.3081304,Sevilla
1980-02-15,-0.1767869,Sevilla
1980-03-16,0.12880836,Sevilla
1980-04-16,-0.9028597,Sevilla
1980-05-16,1.2555221,Sevilla
1980-06-16,-0.06800527,Sevilla
1980-07-16,-0.531947,Sevilla
1980-08-16,-0.16113664,Sevilla
1980-09-16,0.13127853,Sevilla
1980-10-16,-0.19768277,Sevilla
1980-11-16,0.63775617,Sevilla
1980-12-16,-1.6358814,Sevilla
1981-01-16,-1.9967796,Sevilla
1981-02-15,-1.2141205,Sevilla
1981-03-16,-0.6023639,Sevilla
1981-04-16,1.1229659,Sevilla
1981-05-16,-0.21995772,Sevilla
1981-06-16,-0.3054967,Sevilla
1981-07-16,0.09939727,Sevilla
1981-08-16,1.0031079,Sevilla
1981-09-16,-0.11137747,Sevilla
1981-10-16,-1.4814217,Sevilla
1981-11-16,-2.1999865,Sevilla
1981-12-16,1.2641753,Sevilla
1982-01-16,0.887545,Sevilla
1982-02-15,-0.31908542,Sevilla
1982-03-16,-0.6629016,Sevilla
1982-04-16,-0.42785075,Sevilla
1982-05-16,-0.87089026,Sevilla
1982-06-16,-0.4811453,Sevilla
1982-07-16,2.0866873,Sevilla
1982-08-16,1.2572254,Sevilla
1982-09-16,-0.36062485,Sevilla
1982-10-16,-1.1119716,Sevilla
1982-11-16,1.3255347,Sevilla
1982-12-16,-0.6141605,Sevilla
1983-01-16,-2.18243,Sevilla
1983-02-15,-0.56876737,Sevilla
1983-03-16,-1.2602279,Sevilla
1983-04-16,0.410192,Sevilla
1983-05-16,-0.20767942,Sevilla
1983-06-16,-0.6038892,Sevilla
1983-07-16,0.48582768,Sevilla
1983-08-16,1.6114231,Sevilla
1983-09-16,-1.6632178,Sevilla
1983-10-16,-1.3725846,Sevilla
1983-11-16,2.3658614,Sevilla
1983-12-16,0.5872154,Sevilla
1984-01-16,-0.9232344,Sevilla
1984-02-15,-0.076835304,Sevilla
1984-03-16,0.6100694,Sevilla
1984-04-16,-0.21253921,Sevilla
1984-05-16,1.7200665,Sevilla
1984-06-16,0.8957229,Sevilla
1984-07-16,-1.0768347,Sevilla
1984-08-16,-0.055899616,Sevilla
1984-09-16,-1.2679135,Sevilla
1984-10-16,-1.0630887,Sevilla
1984-11-16,1.5968088,Sevilla
1984-12-16,-1.343175,Sevilla
1985-01-16,1.1559956,Sevilla
1985-02-15,0.50286883,Sevilla
1985-03-16,-1.2306169,Sevilla
1985-04-16,0.37403738,Sevilla
1985-05-16,0.33257005,Sevilla
1985-06-16,0.6954214,Sevilla
1985-07-16,0.07233078,Sevilla
1985-08-16,-1.4435902,Sevilla
1985-09-16,-1.6342669,Sevilla
1985-10-16,-1.6503851,Sevilla
1985-11-16,0.09194632,Sevilla
1985-12-16,0.40322927,Sevilla
1986-01-16,-0.31394175,Sevilla
1986-02-15,0.59796834,Sevilla
1986-03-16,-0.037735388,Sevilla
1986-04-16,0.72465277,Sevilla
1986-05-16,-0.81745756,Sevilla
1986-06-16,-0.2365507,Sevilla
1986-07-16,-0.74616575,Sevilla
1986-08-16,-0.29647195,Sevilla
1986-09-16,0.20562242,Sevilla
1986-10-16,0.40831998,Sevilla
1986-11-16,-0.5100328,Sevilla
1986-12-16,-0.7328465,Sevilla
1987-01-16,1.3842013,Sevilla
1987-02-15,0.66503745,Sevilla
1987-03-16,-1.4081224,Sevilla
1987-04-16,-0.37453005,Sevilla
1987-05-16,-1.2599736,Sevilla
1987-06-16,-0.6865648,Sevilla
1987-07-16,1.9854658,Sevilla
1987-08-16,2.200331,Sevilla
1987-09-16,-0.8139499,Sevilla
1987-10-16,0.9858703,Sevilla
1987-11-16,-0.009049256,Sevilla
1987-12-16,1.4412028,Sevilla
1988-01-16,0.8460342,Sevilla
1988-02-15,-0.5949561,Sevilla
1988-03-16,-1.454538,Sevilla
1988-04-16,-0.42157084,Sevilla
1988-05-16,1.0883887,Sevilla
1988-06-16,1.6005766,Sevilla
1988-07-16,0.46129572,Sevilla
1988-08-16,-1.1473795,Sevilla
1988-09-16,-1.5431001,Sevilla
1988-10-16,0.71670216,Sevilla
1988-11-16,0.5820039,Sevilla
1988-12-16,-1.7693632,Sevilla
1989-01-16,-0.67437965,Sevilla
1989-02-15,-0.036030307,Sevilla
1989-03-16,-1.126927,Sevilla
1989-04-16,0.93509984,Sevilla
1989-05-16,-0.63172877,Sevilla
1989-06-16,-0.5423106,Sevilla
1989-07-16,-1.3457235,Sevilla
1989-08-16,0.20559017,Sevilla
1989-09-16,0.9661807,Sevilla
1989-10-16,0.18947749,Sevilla
1989-11-16,2.0661945,Sevilla
1989-12-16,1.6938258,Sevilla
1990-01-16,0.33511618,Sevilla
1990-02-15,-1.6483502,Sevilla
1990-03-16,-0.8942513,Sevilla
1990-04-16,1.5154308,Sevilla
1990-05-16,-1.2476635,Sevilla
1990-06-16,-0.6503192,Sevilla
1990-07-16,-1.0381064,Sevilla
1990-08-16,-1.0432782,Sevilla
1990-09-16,-0.36880198,Sevilla
1990-10-16,0.65342945,Sevilla
1990-11-16,-0.6293693,Sevilla
1990-12-16,-0.92833805,Sevilla
1991-01-16,-1.0754356,Sevilla
1991-02-15,1.0745891,Sevilla
1991-03-16,1.0520976,Sevilla
1991-04-16,-0.64512646,Sevilla
1991-05-16,-1.5098101,Sevilla
1991-06-16,-0.8640162,Sevilla
1991-07-16,-0.60972196,Sevilla
1991-08-16,-1.3705121,Sevilla
1991-09-16,0.9800897,Sevilla
1991-10-16,1.0172623,Sevilla
1991-11-16,-0.71916,Sevilla
1991-12-16,-0.70836306,Sevilla
1992-01-16,-1.4805224,Sevilla
1992-02-15,-0.36221004,Sevilla
1992-03-16,-1.0761278,Sevilla
1992-04-16,-0.5568678,Sevilla
1992-05-16,-0.8488973,Sevilla
1992-06-16,2.1153755,Sevilla
1992-07-16,-0.3101575,Sevilla
1992-08-16,-0.87080437,Sevilla
1992-09-16,-0.31172195,Sevilla
1992-10-16,0.9568769,Sevilla
1992-11-16,-1.6367165,Sevilla
1992-12-16,-0.78717715,Sevilla
1993-01-16,-1.0288184,Sevilla
1993-02-15,-1.0190195,Sevilla
1993-03-16,-0.2803101,Sevilla
1993-04-16,0.51926345,Sevilla
1993-05-16,1.1898118,Sevilla
1993-06-16,-0.13953549,Sevilla
1993-07-16,-0.8046758,Sevilla
1993-08-16,0.63206065,Sevilla
1993-09-16,-0.14302047,Sevilla
1993-10-16,1.2432235,Sevilla
1993-11-16,-0.14755593,Sevilla
1993-12-16,-1.6417351,Sevilla
1994-01-16,-0.01160377,Sevilla
1994-02-15,0.53497195,Sevilla
1994-03-16,-1.8332001,Sevilla
1994-04-16,-0.69869864,Sevilla
1994-05-16,0.3464228,Sevilla
1994-06-16,-1.3564857,Sevilla
1994-07-16,-0.4931519,Sevilla
1994-08-16,-0.4816139,Sevilla
1994-09-16,-0.50883114,Sevilla
1994-10-16,-0.37109488,Sevilla
1994-11-16,-0.45672616,Sevilla
1994-12-16,-1.3073586,Sevilla
1995-01-16,-0.92323434,Sevilla
1995-02-15,-0.7401905,Sevilla
1995-03-16,-1.3320992,Sevilla
1995-04-16,-1.6498502,Sevilla
1995-05-16,-1.2661245,Sevilla
1995-06-16,0.52779204,Sevilla
1995-07-16,0.22368659,Sevilla
1995-08-16,-0.5304484,Sevilla
1995-09-16,-0.32392165,Sevilla
1995-10-16,-1.6503851,Sevilla
1995-11-16,0.46110645,Sevilla
1995-12-16,1.800892,Sevilla
1996-01-16,2.227927,Sevilla
1996-02-15,-0.101016395,Sevilla
1996-03-16,-0.022334803,Sevilla
1996-04-16,-0.08649748,Sevilla
1996-05-16,1.5605996,Sevilla
1996-06-16,-0.93236405,Sevilla
1996-07-16,0.21492332,Sevilla
1996-08-16,1.0103326,Sevilla
1996-09-16,1.2765151,Sevilla
1996-10-16,-0.5541598,Sevilla
1996-11-16,0.2084332,Sevilla
1996-12-16,2.2330368,Sevilla
1997-01-16,1.8564411,Sevilla
1997-02-15,-1.5907582,Sevilla
1997-03-16,-2.091756,Sevilla
1997-04-16,-1.086394,Sevilla
1997-05-16,0.8732433,Sevilla
1997-06-16,0.9907074,Sevilla
1997-07-16,1.4933631,Sevilla
1997-08-16,1.5439832,Sevilla
1997-09-16,0.81909,Sevilla
1997-10-16,-0.32553628,Sevilla
1997-11-16,1.6635236,Sevilla
1997-12-16,1.3400729,Sevilla
1998-01-16,0.052270968,Sevilla
1998-02-15,0.6173255,Sevilla
1998-03-16,-1.3870134,Sevilla
1998-04-16,-0.55686796,Sevilla
1998-05-16,1.3192296,Sevilla
1998-06-16,-0.13473327,Sevilla
1998-07-16,-0.531947,Sevilla
1998-08-16,-0.47184876,Sevilla
1998-09-16,1.1783221,Sevilla
1998-10-16,-1.5483941,Sevilla
1998-11-16,-1.5466056,Sevilla
1998-12-16,-0.66704816,Sevilla
1999-01-16,-0.45999017,Sevilla
1999-02-15,-1.0055208,Sevilla
1999-03-16,-0.49450603,Sevilla
1999-04-16,-1.2948039,Sevilla
1999-05-16,-0.6726547,Sevilla
1999-06-16,-1.170377,Sevilla
1999-07-16,-0.3292964,Sevilla
1999-08-16,-0.3548128,Sevilla
1999-09-16,0.79814285,Sevilla
1999-10-16,1.8297249,Sevilla
1999-11-16,-1.1873393,Sevilla
1999-12-16,-0.6165502,Sevilla
2000-01-16,-0.8475435,Sevilla
2000-02-15,-1.8161883,Sevilla
2000-03-16,-1.2919436,Sevilla
2000-04-16,1.85586,Sevilla
2000-05-16,0.8592833,Sevilla
2000-06-16,-1.4524208,Sevilla
2000-07-16,-0.18667212,Sevilla
2000-08-16,-1.4071344,Sevilla
2000-09-16,-0.9485846,Sevilla
2000-10-16,-0.3551103,Sevilla
2000-11-16,0.19635323,Sevilla
2000-12-16,1.3986936,Sevilla
2001-01-16,1.2117621,Sevilla
2001-02-15,-0.72691125,Sevilla
2001-03-16,0.9667317,Sevilla
2001-04-16,-1.8413686,Sevilla
2001-05-16,0.29071328,Sevilla
2001-06-16,-1.8324149,Sevilla
2001-07-16,0.41168186,Sevilla
2001-08-16,-0.40353477,Sevilla
2001-09-16,1.1013162,Sevilla
2001-10-16,0.5196636,Sevilla
2001-11-16,-0.4984154,Sevilla
2001-12-16,0.06355372,Sevilla
2002-01-16,-0.2763776,Sevilla
2002-02-15,-1.3366,Sevilla
2002-03-16,0.74016356,Sevilla
2002-04-16,0.55929816,Sevilla
2002-05-16,-0.45273703,Sevilla
2002-06-16,-0.33031335,Sevilla
2002-07-16,-0.0005409422,Sevilla
2002-08-16,0.52338177,Sevilla
2002-09-16,1.170754,Sevilla
2002-10-16,-0.08601373,Sevilla
2002-11-16,0.9978287,Sevilla
2002-12-16,0.7084142,Sevilla
2003-01-16,0.17719245,Sevilla
2003-02-15,0.6288649,Sevilla
2003-03-16,-0.07839559,Sevilla
2003-04-16,0.26932067,Sevilla
2003-05-16,-1.5278966,Sevilla
2003-06-16,-1.4470875,Sevilla
2003-07-16,-1.0768347,Sevilla
2003-08-16,-1.4344918,Sevilla
2003-09-16,-0.3974782,Sevilla
2003-10-16,1.8985132,Sevilla
2003-11-16,0.048078112,Sevilla
2003-12-16,0.66556555,Sevilla
2004-01-16,-1.0502683,Sevilla
2004-02-15,0.9563907,Sevilla
2004-03-16,0.19685331,Sevilla
2004-04-16,-0.20016721,Sevilla
2004-05-16,1.3362666,Sevilla
2004-06-16,-1.3991065,Sevilla
2004-07-16,-0.71690995,Sevilla
2004-08-16,-0.09403389,Sevilla
2004-09-16,-1.3306725,Sevilla
2004-10-16,0.290256,Sevilla
2004-11-16,-1.0447763,Sevilla
2004-12-16,-0.37994915,Sevilla
2005-01-16,-1.9103658,Sevilla
2005-02-15,0.32768393,Sevilla
2005-03-16,-0.71946746,Sevilla
2005-04-16,-1.4962735,Sevilla
2005-05-16,-0.9179688,Sevilla
2005-06-16,-1.5324718,Sevilla
2005-07-16,-0.531947,Sevilla
2005-08-16,-1.0812571,Sevilla
2005-09-16,-1.0285504,Sevilla
2005-10-16,0.63818073,Sevilla
2005-11-16,-1.0062158,Sevilla
2005-12-16,-0.59033835,Sevilla
2006-01-16,0.6838126,Sevilla
2006-02-15,-0.12288979,Sevilla
2006-03-16,0.30100757,Sevilla
2006-04-16,-0.6136036,Sevilla
2006-05-16,-0.92737556,Sevilla
2006-06-16,0.1886594,Sevilla
2006-07-16,-0.52224135,Sevilla
2006-08-16,0.8466645,Sevilla
2006-09-16,-0.12717769,Sevilla
2006-10-16,0.7541363,Sevilla
2006-11-16,0.7454583,Sevilla
2006-12-16,-0.82458663,Sevilla
2007-01-16,-0.6419969,Sevilla
2007-02-15,0.035018686,Sevilla
2007-03-16,-1.154442,Sevilla
2007-04-16,0.76211447,Sevilla
2007-05-16,0.7472297,Sevilla
2007-06-16,-0.300545,Sevilla
2007-07-16,-1.2310027,Sevilla
2007-08-16,0.90733576,Sevilla
2007-09-16,0.78608966,Sevilla
2007-10-16,-0.6865019,Sevilla
2007-11-16,-0.49145266,Sevilla
2007-12-16,-0.77229625,Sevilla
2008-01-16,-0.1860174,Sevilla
2008-02-15,-0.103441566,Sevilla
2008-03-16,-1.0867108,Sevilla
2008-04-16,1.5543945,Sevilla
2008-05-16,0.79549986,Sevilla
2008-06-16,-1.3991066,Sevilla
2008-07-16,-0.25295514,Sevilla
2008-08-16,-1.1473795,Sevilla
2008-09-16,0.8981582,Sevilla
2008-10-16,0.8794126,Sevilla
2008-11-16,-0.32395205,Sevilla
2008-12-16,-0.20692012,Sevilla
2009-01-16,0.20555739,Sevilla
2009-02-15,0.5528525,Sevilla
2009-03-16,-0.56491965,Sevilla
2009-04-16,-0.6640378,Sevilla
2009-05-16,-1.3763604,Sevilla
2009-06-16,-0.7959201,Sevilla
2009-07-16,-1.6099977,Sevilla
2009-08-16,-1.4435902,Sevilla
2009-09-16,0.53868747,Sevilla
2009-10-16,-0.7868962,Sevilla
2009-11-16,-1.3643104,Sevilla
2009-12-16,2.109266,Sevilla
2010-01-16,1.6115054,Sevilla
2010-02-15,2.1519508,Sevilla
2010-03-16,0.50301415,Sevilla
2010-04-16,0.15032944,Sevilla
2010-05-16,-0.4871889,Sevilla
2010-06-16,0.7064307,Sevilla
2010-07-16,-1.1154933,Sevilla
2010-08-16,0.6484747,Sevilla
2010-09-16,-0.3933759,Sevilla
2010-10-16,0.26879674,Sevilla
2010-11-16,0.6446353,Sevilla
2010-12-16,1.8651896,Sevilla
2011-01-16,-0.18046896,Sevilla
2011-02-15,-0.1253266,Sevilla
2011-03-16,0.52772045,Sevilla
2011-04-16,0.38798332,Sevilla
2011-05-16,0.086853795,Sevilla
2011-06-16,-0.89553255,Sevilla
2011-07-16,-0.531947,Sevilla
2011-08-16,-0.47184846,Sevilla
2011-09-16,-1.2385873,Sevilla
2011-10-16,-0.76051843,Sevilla
2011-11-16,0.30544385,Sevilla
2011-12-16,-1.5777239,Sevilla
2012-01-16,-1.0790435,Sevilla
2012-02-15,-1.4047885,Sevilla
2012-03-16,-1.6167309,Sevilla
2012-04-16,0.15913516,Sevilla
2012-05-16,-0.78599733,Sevilla
2012-06-16,-1.6982578,Sevilla
2012-07-16,-1.2021954,Sevilla
2012-08-16,-1.9026612,Sevilla
2012-09-16,0.98839206,Sevilla
2012-10-16,0.90507305,Sevilla
2012-11-16,1.6684641,Sevilla
2012-12-16,-1.0788317,Sevilla
2013-01-16,0.1532589,Sevilla
2013-02-15,0.40412876,Sevilla
2013-03-16,1.8381076,Sevilla
2013-04-16,-0.24663553,Sevilla
2013-05-16,-0.5436743,Sevilla
2013-06-16,-0.9113093,Sevilla
2013-07-16,-0.95074934,Sevilla
2013-08-16,-0.3937845,Sevilla
2013-09-16,0.353548,Sevilla
2013-10-16,-0.83017784,Sevilla
2013-11-16,-1.5758164,Sevilla
2013-12-16,0.048028424,Sevilla
2014-01-16,0.59881467,Sevilla
2014-02-15,0.5169636,Sevilla
2014-03-16,-0.76147515,Sevilla
2014-04-16,-0.46870705,Sevilla
2014-05-16,-1.2999051,Sevilla
2014-06-16,-0.4254752,Sevilla
2014-07-16,-0.23396519,Sevilla
2014-08-16,-1.1473795,Sevilla
2014-09-16,0.5946286,Sevilla
2014-10-16,-0.107694425,Sevilla
2014-11-16,1.0424572,Sevilla
2014-12-16,-1.2120887,Sevilla
2015-01-16,-0.28500232,Sevilla
2015-02-15,-0.6185872,Sevilla
2015-03-16,-0.6315585,Sevilla
2015-04-16,-0.30887955,Sevilla
2015-05-16,-1.8313713,Sevilla
2015-06-16,-1.2979276,Sevilla
2015-07-16,-1.7032093,Sevilla
2015-08-16,-0.2867646,Sevilla
2015-09-16,-0.21882853,Sevilla
2015-10-16,0.5935576,Sevilla
2015-11-16,-0.7904854,Sevilla
2015-12-16,-1.4832063,Sevilla
2016-01-16,-0.18601735,Sevilla
2016-02-15,-0.39026904,Sevilla
2016-03-16,-0.88369375,Sevilla
2016-04-16,0.650831,Sevilla
2016-05-16,1.4973575,Sevilla
2016-06-16,-1.8431708,Sevilla
2016-07-16,-1.4784703,Sevilla
2016-08-16,-1.8251061,Sevilla
2016-09-16,-1.4308279,Sevilla
2016-10-16,-0.07305724,Sevilla
2016-11-16,0.8166213,Sevilla
2016-12-16,0.39489532,Sevilla
2017-01-16,-1.0790434,Sevilla
2017-02-15,0.53497195,Sevilla
2017-03-16,-0.3449947,Sevilla
2017-04-16,0.111999445,Sevilla
2017-05-16,-0.98686945,Sevilla
2017-06-16,-2.1792376,Sevilla
2017-07-16,-0.979899,Sevilla
2017-08-16,-0.89008373,Sevilla
2017-09-16,-1.5679916,Sevilla
2017-10-16,-0.97052264,Sevilla
2017-11-16,-0.61290514,Sevilla
2017-12-16,-0.6046153,Sevilla
2018-01-16,-0.093270525,Sevilla
2018-02-15,-0.038419906,Sevilla
2018-03-16,1.9366504,Sevilla
2018-04-16,0.48146734,Sevilla
2018-05-16,-0.010824074,Sevilla
2018-06-16,0.20632367,Sevilla
2018-07-16,-0.26246583,Sevilla
2018-08-16,-1.4435899,Sevilla
2018-09-16,-0.35653916,Sevilla
2018-10-16,0.9757722,Sevilla
2018-11-16,0.6325836,Sevilla
2018-12-16,-1.5864042,Sevilla
2019-01-16,-0.7004985,Sevilla
2019-02-15,-1.6456057,Sevilla
2019-03-16,-1.6209388,Sevilla
2019-04-16,0.44051683,Sevilla
2019-05-16,-1.8107749,Sevilla
2019-06-16,-1.5484941,Sevilla
2019-07-16,-0.9701856,Sevilla
2019-08-16,-1.4435902,Sevilla
2019-09-16,0.48839122,Sevilla
2019-10-16,-1.0435658,Sevilla
2019-11-16,0.03334468,Sevilla
2019-12-16,0.37306622,Sevilla
2020-01-16,0.06984186,Sevilla
2020-02-15,-1.7555509,Sevilla
2020-03-16,0.08590423,Sevilla
2020-04-16,0.45968512,Sevilla
2020-05-16,0.039706834,Sevilla
2020-06-16,-1.276648,Sevilla
