Zona,Fecha,VV_linear,VH_linear,Píxeles_Válidos,VV_dB,VH_dB,VH_VV_Ratio
Valdeorras_Incendio,2022-11-19,0.16809636572751935,0.03877167238513856,202500,-7.7444167598079074,-14.11485465642965,-6.370437896621742
Valdeorras_Incendio,2022-11-26,0.13971302537106595,0.0340775622723145,202500,-8.547631029546936,-14.675314799131979,-6.127683769585042
Valdeorras_Incendio,2022-12-03,0.14996749893842864,0.03728181052207744,202500,-8.240028513516236,-14.285030050987778,-6.045001537471542
Valdeorras_Incendio,2022-12-10,0.17067577644305887,0.03954039951253051,202500,-7.678281127670776,-14.029589469290006,-6.351308341619229
Valdeorras_Incendio,2022-12-17,0.15502531630056945,0.039496470153381716,202500,-8.095973738823064,-14.03441716054779,-5.938443421724726
Valdeorras_Incendio,2022-12-24,0.15662094435058557,0.035584108589277415,202500,-8.051501617693228,-14.487439091290863,-6.435937473597635
Valdeorras_Incendio,2022-12-31,0.1645686176474103,0.04317367403943366,202500,-7.836529788563265,-13.647809917153392,-5.811280128590127
Valdeorras_Incendio,2023-01-07,0.1479170268518157,0.03585455031669922,202500,-8.299818311270545,-14.454557199953635,-6.15473888868309
Valdeorras_Incendio,2023-01-14,0.18869765315112894,0.047737924221180436,202500,-7.242335011591418,-13.211364692606962,-5.969029681015543
Valdeorras_Incendio,2023-01-21,0.13669274735198378,0.03184301883529244,202500,-8.642545276309477,-14.969857662685238,-6.327312386375761
Valdeorras_Incendio,2023-01-28,0.14901069089302493,0.031463746660073025,202500,-8.267825716596347,-15.02189563438358,-6.754069917787232
Valdeorras_Incendio,2023-02-04,0.13387187912743867,0.03138164539744325,202500,-8.733106404815112,-15.033242892928598,-6.300136488113486
Valdeorras_Incendio,2023-02-11,0.13694281532185715,0.030270107415741123,202500,-8.63460747987766,-15.189860379142274,-6.555252899264614
Valdeorras_Incendio,2023-02-18,0.12727662549657487,0.031125010640986904,202500,-8.952513477207177,-15.068904914200271,-6.116391436993094
Valdeorras_Incendio,2023-02-25,0.1269107096006726,0.030430576989067648,202500,-8.96501727596208,-15.166898129789164,-6.201880853827085
Valdeorras_Incendio,2023-03-04,0.16154220414141512,0.03588120316147437,202500,-7.917139957401716,-14.451330027063058,-6.534190069661342
Valdeorras_Incendio,2023-03-11,0.1372757390010786,0.033172711741186245,202500,-8.62406209660278,-14.792190251312187,-6.168128154709407
Valdeorras_Incendio,2023-03-18,0.14870261409826696,0.03366519622356777,202500,-8.276813967875709,-14.728188498262348,-6.451374530386639
Valdeorras_Incendio,2023-03-25,0.13446720417126964,0.032593321460946345,202500,-8.713836248378351,-14.868713799871749,-6.1548775514933975
Valdeorras_Incendio,2023-04-01,0.14214254282602873,0.035785502977750246,202500,-8.47275919613763,-14.462928742464252,-5.990169546326621
Valdeorras_Incendio,2023-04-08,0.13923758845341203,0.032206372310147044,202500,-8.562435071519376,-14.92058190871471,-6.358146837195333
Valdeorras_Incendio,2023-04-15,0.13822914606583614,0.03535868885428141,202500,-8.594003748997341,-14.51503847559075,-5.921034726593408
Valdeorras_Incendio,2023-04-22,0.13556298863146424,0.033196470959047375,202500,-8.678588652415202,-14.789080826958171,-6.110492174542969
Valdeorras_Incendio,2023-04-29,0.13775624032650155,0.0340301845229696,202500,-8.608887185888479,-14.681356960087978,-6.072469774199499
Valdeorras_Incendio,2023-05-06,0.1378275399677279,0.03263457135676941,202500,-8.606639953384148,-14.863220872306766,-6.256580918922618
Valdeorras_Incendio,2023-05-13,0.12236934830239622,0.029330982499495718,202500,-9.123273528620485,-15.326733892198263,-6.203460363577777
Valdeorras_Incendio,2023-05-20,0.14127427331028938,0.03547119776564994,202500,-8.499369179578155,-14.501241463397374,-6.001872283819219
Valdeorras_Incendio,2023-05-27,0.18229332382274052,0.04387488892545519,202500,-7.392292363369962,-13.577839699933092,-6.18554733656313
Valdeorras_Incendio,2023-06-03,0.1437592429374155,0.03722355735501039,202500,-8.4236422296759,-14.291821248692504,-5.868179019016603
Valdeorras_Incendio,2023-06-10,0.164567642544073,0.03712165834074669,202500,-7.836555521492139,-14.303726307250455,-6.4671707857583165
Valdeorras_Incendio,2023-06-17,0.1387601914890638,0.0348286231564669,202500,-8.577351095031807,-14.580636937119586,-6.003285842087779
Valdeorras_Incendio,2023-06-24,0.14094925009776021,0.037370589065267,202500,-8.509372303938054,-14.274700563976557,-5.765328260038503
Valdeorras_Incendio,2023-07-01,0.1448886655642503,0.03621780197894046,202500,-8.389655874441877,-14.410779101065316,-6.021123226623439
Valdeorras_Incendio,2023-07-08,0.1385682726568861,0.036363065180612664,202500,-8.583361967615705,-14.393395155788113,-5.810033188172408
Valdeorras_Incendio,2023-07-15,0.15017433542171055,0.036438806961867576,202500,-8.234042812938586,-14.384358506441417,-6.150315693502831
Valdeorras_Incendio,2023-07-22,0.13231521939606666,0.03404454571967,202500,-8.783901987484116,-14.67952456543851,-5.895622577954393
Valdeorras_Incendio,2023-07-29,0.14965796644212115,0.03638101197104713,202500,-8.249001602820714,-14.391252248071943,-6.142250645251229
Valdeorras_Incendio,2023-08-05,0.13234921634453028,0.03413236813406165,202500,-8.782786258643617,-14.668335789385731,-5.885549530742114
Valdeorras_Incendio,2023-08-12,0.13763214129012138,0.036078727082555016,202500,-8.612801332886345,-14.42748793490805,-5.814686602021705
Valdeorras_Incendio,2023-08-19,0.14869757339315862,0.036346149194291716,202500,-8.276961187044073,-14.395415950459283,-6.11845476341521
Valdeorras_Incendio,2023-08-26,0.13602965654713556,0.034420935915519826,202500,-8.663663984629581,-14.63177325251346,-5.968109267883879
Valdeorras_Incendio,2023-09-02,0.13926501670274136,0.032760261690912194,202500,-8.561579644162505,-14.846526377276996,-6.2849467331144915
Valdeorras_Incendio,2023-09-09,0.14527845756429136,0.03735280539974237,202500,-8.377987797458493,-14.276767747355063,-5.89877994989657
Valdeorras_Incendio,2023-09-16,0.1335305399957993,0.03377662720145357,202500,-8.744193947129226,-14.713837195053525,-5.969643247924299
Valdeorras_Incendio,2023-09-23,0.1366853398589315,0.03292140667377961,202500,-8.642780630458812,-14.825216164242704,-6.182435533783892
Valdeorras_Incendio,2023-09-30,0.13052211005698375,0.033593739365648106,202500,-8.843159139011927,-14.737416515474582,-5.8942573764626545
Valdeorras_Incendio,2023-10-07,0.13737387113225047,0.032724125190684294,202500,-8.620958633622566,-14.851319545537297,-6.230360911914731
Valdeorras_Incendio,2023-10-14,0.15207086055188032,0.040013983375947616,202500,-8.179539964264,-13.977882126279457,-5.798342162015457
Valdeorras_Incendio,2023-10-21,0.16569628685964466,0.04000929113772671,202500,-7.806872237136464,-13.978391431398958,-6.171519194262494
Valdeorras_Incendio,2023-10-28,0.16602019324798176,0.04458487273983051,202500,-7.798390849550859,-13.508124686423546,-5.709733836872687
Valdeorras_Incendio,2023-11-04,0.15273037576287968,0.03861996540621922,202500,-8.160745797460152,-14.131881195751335,-5.9711353982911834
Valdeorras_Incendio,2023-11-11,0.16108208112470523,0.037064954577685015,202500,-7.929527680940506,-14.310365277605811,-6.380837596665305
Valdeorras_Incendio,2023-11-18,0.13135370714503386,0.03279396505350885,202500,-8.815576657792242,-14.842060704683814,-6.0264840468915715
Valdeorras_Incendio,2023-11-25,0.16953601145082547,0.04434934029913864,202500,-7.70738038385701,-13.53112835957952,-5.823747975722511
Valdeorras_Incendio,2023-12-02,0.13665268335371805,0.03503172440798975,202500,-8.643818359488476,-14.55538484365374,-5.911566484165265
Valdeorras_Incendio,2023-12-09,0.13155829808142103,0.032838399653727576,202500,-8.808817534519887,-14.83618015940251,-6.027362624882622
Valdeorras_Incendio,2023-12-16,0.1357781832571915,0.030400194435558626,202500,-8.671700065811686,-15.171236386932147,-6.499536321120461
Valdeorras_Incendio,2023-12-23,0.1313886992273829,0.03334391118941645,202500,-8.814419869394499,-14.769834594463669,-5.95541472506917
